Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz)
Low,0.48899388652559717,0.39678286506813865,0.08396140984450062,1.1866431099629318,Sand,1.7806056059863122,8.074729012917853,45.9728017116821,6.626520916803632
Low,0.48684675185219506,1.977999888530614,0.19048896500600274,0.5006603087790044,Rock,2.6394609541990937,4.945358805339181,72.23628291327806,3.5133905936799117
Moderate,0.7048264986323083,1.9568318718762499,0.30897991933136637,1.3132224812906614,Sand,1.3829275354219748,5.72121627785813,11.637868427746769,8.94712162599576
High,1.472516237319059,1.6082543974252754,0.4849396134522586,1.585252658753273,Soft Soil,1.7869917015590153,8.347992398988481,84.76579936995607,2.9860175886968046
High,0.19450356535735072,1.3529036279557953,0.36408793771214465,0.31556305851549205,Sand,1.9829226829001374,6.0591117918540025,73.83608069103288,5.670844279087808
Moderate,0.8261813921328329,1.197833395477061,0.46137927478988494,1.573212670612356,Clay,2.2599743856880594,8.878704072813726,21.959961067734604,1.0873366262044357
Moderate,0.35111055481709463,1.745592936217886,0.38134381709877435,1.1090779325043065,Sand,2.524738071112297,8.908804506482369,15.383314964832879,9.227360738314227
High,1.4589471635736417,0.6499350910770271,0.29626676747730785,0.31608783447394073,Rock,1.6685760223321635,5.707242092041005,32.31294252383681,1.493627531935012
High,0.25862490661844983,0.9885943037212663,0.09681966119903593,0.8268211541115104,Sand,2.2213032770125114,4.684402000124507,97.63098801715853,2.326478376731032
Very High,0.6650414033062276,1.2768409417963538,0.333676140294364,0.37346249892466643,Clay,1.1313440967507422,7.672784778924206,26.426325882138805,5.625528165469328
Very High,1.1330389787684487,0.881261904152033,0.3120664034139936,1.2905914110731682,Clay,2.8518258211934535,6.529439261917547,46.15659368571669,7.6645207021085175
Moderate,1.0863761992384233,0.9122242627715091,0.30163211605817597,1.3900758285105144,Soft Soil,1.642729374126208,4.953387797818094,3.972002346016295,6.23157792876936
Very High,0.691820091651505,0.7275408682539604,0.24540314812613215,0.27985408446375826,Sand,2.404947128348165,7.683852685401193,40.32552542705702,2.3981257367215463
Low,0.5851338351338055,1.1720404517006184,0.26479964539064854,0.9604377495808953,Clay,0.8447503801407908,4.640287091003645,57.56068152787717,0.10933612102215431
Very High,0.6566573299740187,1.7160916032287203,0.16788682103193392,1.4848625952440593,Rock,1.2514117143905754,8.41588510721509,95.35933663828854,7.595790745043648
Very High,0.46998676842209497,0.4829039182119944,0.26013703362850926,1.691477170636694,Soft Soil,1.8715815975118717,5.123936381009867,52.15686844906638,9.853552526519827
Low,0.3874661141895197,1.8754227736315388,0.09958039693356065,0.972980373461009,Rock,2.7321554290111627,5.0729034543602625,82.09162529159109,8.118139891030294
Moderate,0.7762555765824459,1.4092665421216364,0.402782024282828,1.715474680139392,Sand,1.9599613298914897,5.290525340858631,55.16563661432116,4.656045519750491
Low,0.47594725849465025,1.6642191040920573,0.0937027003946552,1.0106712497752506,Sand,2.8457150610465343,8.8211986132143,5.037716330116292,9.047295887851154
Very High,0.5024463308561501,1.1567623159970222,0.043398178654843744,0.7701238408198435,Sand,1.864353172482152,7.619262121142307,32.185819243787634,4.157491963871665
Moderate,1.0194584888643798,1.5810817327057207,0.21868676715222152,1.5419453185399223,Soft Soil,1.87898801281909,8.106171909586365,57.97940127527922,5.296847434010329
Very High,1.455952264379849,0.1307807549449877,0.32949541231352486,0.9380706077787514,Clay,1.0634429347011702,6.289357435797388,95.1088026271813,4.823584697217264
Low,0.945092080783125,1.6549228070811168,0.21942069564183714,0.9022342679596891,Soft Soil,2.565843737134884,6.0134072737723,86.0539056153721,4.531476339388697
Low,0.2077712538909528,0.17626383226219638,0.139100311843703,0.9335312319967081,Rock,1.3433239074275376,5.555178030524265,23.607205803705916,7.7743886160096665
Very High,0.20581705939569378,1.7908354150894388,0.2795274207613299,1.5395345031785672,Soft Soil,2.7791474766190936,6.66291612740584,22.79087317189719,5.315012181967971
High,1.4319925091837924,1.9847292197534223,0.17415416537068776,1.5143006208696888,Rock,2.8038132847268713,6.9832293009037585,20.916123744276174,3.235499508049639
High,0.516207106430267,0.6587281781358778,0.4665009773731899,0.785983987148359,Soft Soil,2.8752822461231293,7.342986796437399,92.32739073394781,2.6557658598189358
Low,0.2288937805154656,0.49960525694300795,0.4613999246621825,0.6666097617798925,Clay,1.9445070760267982,5.657033267994125,85.41394915707035,0.4736984379775906
Low,0.9386624220105341,1.5541903913302775,0.25168353816607564,0.9362776408665198,Rock,2.2896063265240176,8.768943364063457,77.71345979304192,5.873632102642155
High,0.9731082896063725,0.5807500477484812,0.164614113015111,1.0737132665530853,Sand,2.5127349361356597,5.263913241932111,39.88077630819853,2.3766180124702387
High,1.0079067481661634,1.7445685280271865,0.3688290745643629,0.5051732580675948,Sand,1.0882321610310244,8.845439286448855,50.93368972557791,1.5665258279621928
Very High,0.47436283900055776,0.29540092509920574,0.019319758798050254,1.449723644016504,Soft Soil,2.122105828994494,4.566852551283767,46.96884273472013,6.572916641894008
Very High,0.12115495790026505,0.3393148731207807,0.23790973401578197,0.9270207017451189,Sand,0.8754553828672857,6.6650656131758055,26.08641264837789,6.843971652433334
High,1.4510215172362606,1.9603879546911696,0.16882537374089643,0.6678774323139313,Rock,1.894645383455197,6.000155271524532,50.99777656872793,7.546333433350893
Very High,0.4512502639675434,1.380293906713009,0.4603474066661748,0.28159568803878404,Sand,1.1406538995645004,6.521055362686129,4.019158237422692,5.085411273752055
Very High,1.0464368032735665,1.7090857264150103,0.006989510609068589,0.5060367726861318,Clay,1.2024304371165864,7.06799060541355,14.049226976248457,8.951140591518477
Moderate,1.0892818178301933,0.7162258169678841,0.2768546229834562,1.7137779919851723,Clay,1.6031046467237235,6.460151211057191,88.77237002072569,9.369793258642455
Very High,0.9540103839112799,1.3853191240891485,0.3705911269522464,0.6186694675931952,Soft Soil,1.7513617667763066,6.366810826357177,75.4162969361109,8.092972303945645
Low,0.5380703518991075,1.2290594718863348,0.24302397577449658,0.38706079192396003,Rock,2.170979333970812,7.797255369359879,42.86397249684962,6.392375471881054
Very High,0.479534755269692,1.2459852282335993,0.04361611205119811,0.8831437458134884,Clay,0.9637425205647345,7.586443237889091,52.197885866103846,3.106837440552768
Very High,0.9367355957837843,1.396811673121671,0.48625823362392323,0.6220491637124227,Clay,1.9081218747223783,8.249720769161316,37.629889710037766,9.83115472404019
High,1.312533887056368,1.1931824289452873,0.25948720525667285,0.15977072546103005,Rock,1.2017752865568225,5.62481541557773,74.33720684890658,2.8139480552001896
Low,1.4254272204927538,0.9152185016750652,0.30747893591518666,0.6493468693750093,Sand,2.0627453850698325,7.242878293893286,78.63453074397587,2.1063035277052675
Very High,0.24826812616526067,0.624253119323039,0.11906828157104615,1.0249846606970965,Sand,2.2022901469746037,7.133376534267843,76.56523383011275,4.4773257264871695
Very High,0.3167600576368078,1.5603045287350839,0.2422655444682951,1.0379110324339438,Soft Soil,2.0247603644162786,6.163820148927099,72.5385607586105,0.6627216500526457
Moderate,1.4226307622963115,0.5299176170060538,0.2151455964872026,0.7061501660007108,Sand,2.424250123052277,6.6872589385620635,21.245929530586785,9.787095200250729
Very High,1.1311493196687097,1.415473181693387,0.03837302515898989,0.860414685629421,Rock,1.5383403373299829,5.912019644875779,34.459027944807396,5.925492208522606
Very High,1.3361913547616824,0.5433323630337206,0.05397401642018614,1.741380460999103,Clay,2.483234501592888,5.1382997892764335,47.51469806338382,5.613825707475335
Moderate,0.3836856877894804,1.2881273229134624,0.4188987872897685,0.7414924112915298,Sand,1.7520875797580262,5.462105447982298,33.74850615133791,6.592383171007227
High,0.9226202195531625,1.519448707545155,0.12067015615108853,0.538985582541971,Soft Soil,1.8652058963097131,4.9748114088054045,75.73907981567457,5.020534112994346
Very High,1.081595432184463,0.5155563889224245,0.09828417747781665,0.5138939749134922,Sand,2.225824679974357,7.573813088355559,33.60599890074551,0.41742881923596165
Moderate,1.0521566396257618,0.21389227163648572,0.2529508141738195,0.878199841597028,Rock,0.8403884447982928,7.473273268991182,14.684976591748379,6.161881759519928
Low,0.6714123672133773,0.34885011168893076,0.384604818549894,1.391184252818805,Soft Soil,2.2387872871245467,8.777728672109427,40.505004752782106,7.190121381868663
High,0.12155284836783187,1.2513942378149485,0.03191131277091497,0.4501799131204044,Sand,2.160887327958654,7.783552861412586,98.01152884545566,4.225815700178126
Low,0.9160964795259683,1.7139481718288976,0.28882715189948965,1.3058034161393057,Soft Soil,1.481663656857216,4.734206274402592,23.362259880424013,7.59722616350481
Low,0.45434215485145224,0.1854939603473063,0.06048601097744611,0.1359546996940077,Rock,0.988747426778877,8.479103282680294,61.60370723537968,2.347312863450364
Moderate,0.7303559446000464,1.494887392179128,0.01919406436198361,0.8121860625727082,Clay,1.0000579898086905,8.382038233255766,43.864331934130924,2.290638251555222
Very High,1.4406134211173443,0.748505427305099,0.027319232128946477,1.4189706108447377,Rock,2.831092243367503,6.494941443477144,8.031432197283337,1.6980281781069824
Moderate,0.6586494446994086,1.0092039028470927,0.4172478899960122,0.6758460248165333,Rock,2.316414506696842,7.136383727375646,49.29978399380789,3.7827481219127024
Moderate,1.2757222493301974,1.8648331447065747,0.05986826933040272,1.058353072457179,Rock,1.0796257502956288,8.892352496126335,70.51426853618294,8.485419150351927
Moderate,0.36395684804895156,0.7307458589981063,0.023530530841733684,0.44846469580404835,Rock,1.584790972479594,6.895369637316748,51.80877760695406,8.296329415275737
Moderate,1.0414446972350404,0.9841401744850234,0.21951204368431323,1.3613921649144929,Clay,2.1034625865835124,8.573948227692405,87.33850031091153,3.8899596588386878
High,1.4678097362145208,0.1259965880452941,0.42215274249907037,0.18887447555689135,Clay,2.6382577511994274,4.873674410145839,29.60476464910068,5.932275486204341
Very High,0.24265034122211152,0.25503756800919286,0.13194177986816166,1.5493224962883507,Soft Soil,0.8960540431686188,5.359733409189073,9.538667959092527,7.236081533101665
Low,0.11164791911806882,0.5913240231560897,0.21143459614543228,0.43693385691683584,Sand,1.3205928892340197,6.48339724548593,93.7199955541426,2.487947068817428
Low,0.70701590968566,0.15291925756004138,0.02092134374931186,1.5864766539041624,Clay,2.757447778649836,7.131405637517871,38.44143860329368,1.7645967503579962
Very High,0.22967567627191407,1.299613119491677,0.22509017855330307,0.6992997102108794,Clay,0.8201642104043964,8.1730253333826,58.064149593909704,9.72375033280188
Low,1.147738089546724,0.9101568779230828,0.2892289272379297,1.3285620766066273,Sand,1.2430780261465524,8.947179518144342,79.4083094868894,6.2138174007752225
Very High,1.3803681293879826,1.1414758851832418,0.28588261982232027,0.6426830062365203,Clay,2.9098531871405253,6.249831734133524,33.10705272368248,9.816015646153273
Low,0.7076293617922623,0.43182965320302613,0.1668809193950082,1.6400498410989008,Rock,2.1494840623487765,4.713370362630382,71.9002892795835,3.443784272609068
Moderate,0.4621962990176173,0.6622708559295706,0.15845105715090463,0.3152831133812364,Rock,1.3756770066025141,8.105271764828961,14.406466131964976,7.060013829743902
Low,0.7081646466092536,1.3612665022201778,0.05420518584936235,0.4034836417634178,Sand,0.9473804076708647,7.219713235872637,29.838080973345022,2.3037760017582536
Very High,1.1128269449900015,1.9340751748977596,0.18403236200248793,0.9381512127699638,Soft Soil,0.8620209489838888,5.393442864906907,15.326352977515471,2.685881695611738
Very High,0.11267582621251937,0.19579186984419747,0.050647839767609365,0.23929534636484842,Soft Soil,1.3384391752012401,6.726728054796391,81.31182528173443,5.167831000569278
Very High,0.925235585278576,1.7917302096250056,0.38353137641131374,0.4331663139929953,Sand,2.7392688030956034,7.84039610490176,23.04227428745175,3.2642194425299054
Very High,0.9586083588423306,1.1960742824912962,0.4831708745763447,1.7044028497604244,Sand,1.715010039454521,7.966853041808897,72.02295198511582,1.7594534820217864
Very High,0.9927635456543096,1.1714471768356851,0.48506715387668675,1.7600324239514082,Rock,2.384733412165185,6.748282853994429,94.3865413273196,2.7025189496943276
High,0.4388309119732281,1.0505292168947447,0.4326704785883215,0.7396408598617172,Soft Soil,2.8202270778359075,5.873465385579866,53.24944869781882,0.45390910521205996
High,1.0996738127293775,0.23184876321794845,0.30079528252046994,1.6695862357236906,Clay,1.6976890155261968,8.88184161917322,54.46289003380808,7.073793852627118
Low,0.22794808086448698,0.2707660182987053,0.3507319829246961,1.026201948644834,Rock,1.2208102162822736,7.485131749304218,46.64232324168339,4.97195490515003
Very High,0.3789784710535211,1.2417328107522636,0.14331769553752663,0.558562191985404,Sand,1.937659447885223,6.337068837058344,33.26312419597063,1.0330063574048036
Low,1.3284580653162747,0.7478212857275607,0.3157544396661377,1.2940778258370178,Soft Soil,2.79778411153168,5.762084508920935,48.0898480615668,1.7997705319720632
Very High,1.134212411017193,1.8428093264975933,0.22836912517049884,1.2201330711772573,Clay,2.569623711102942,7.7899634235160296,60.67794569440918,1.1150919273151758
Very High,0.11924377561588335,0.8725220209829972,0.24152665254868932,1.7815130424848467,Clay,0.9448256553989384,5.589825505171955,98.61316564489528,6.164668801931177
High,0.4477267645177203,0.37223477153501805,0.3791305036272038,0.5505803885957816,Rock,2.32366016017068,5.272694950381597,93.8386913725042,1.0326825997636886
High,0.4001690761904304,1.4579657836538684,0.14167725944302859,1.2425011545249502,Soft Soil,2.0581745494096984,6.884252500329316,86.35314287101906,7.567395097048639
Moderate,0.47912885925176163,0.6573715007379186,0.15970176623556542,0.1884403835500597,Soft Soil,2.796418987962136,5.804943266898638,89.02392303478098,0.3030581012718726
High,0.446583678391841,1.098393583976197,0.4623962537731897,0.293198265784423,Sand,1.069459117070654,7.330073152156268,47.31706914591225,2.5688203011593322
Moderate,0.18753681403998404,1.4258822924598231,0.029055923130635153,0.10666123741685855,Soft Soil,1.9748794490502446,5.030724036934051,66.08698839056902,8.91760009132988
Moderate,0.7425167232355484,1.8105018112839337,0.24333151490825686,1.7990831578014443,Soft Soil,2.7348179257261633,7.447234970552947,89.6116055706852,7.213460049410235
Moderate,1.1258268647006313,1.6051632701231846,0.456487599403523,1.4638652851507123,Rock,1.7020523308318347,5.77483437598966,39.90212573414395,0.8223864959643085
Moderate,0.949424414604411,1.385086028958176,0.30557114090126036,1.4374291250470195,Soft Soil,1.8603888190123077,4.501093204955307,96.21448535620141,8.22914843440328
Moderate,1.0420203360373117,1.3913030465507727,0.27365713003185393,0.9665343279899055,Clay,0.9550134908673082,5.071212259533794,42.162820144849114,4.981047703248027
Low,0.2136088499507348,1.8972568236609644,0.12562234543544826,0.6101140409392478,Rock,1.411916008987604,8.701269200257922,60.50718387392835,8.48315196897141
High,1.432086994247502,0.6620657852434184,0.17229446904315968,0.35714928358654907,Rock,1.5139146281716842,8.40309587601911,71.27066661396482,6.047323767058894
Moderate,1.2738885673802347,0.10211297897275608,0.42617215948654175,0.5839470560389882,Sand,2.879269387238751,5.551240644163066,95.10860929451789,6.850147017125301
Very High,1.2271264458939277,0.6167136628565775,0.2800498477524606,0.7391510772795364,Soft Soil,1.4218681931905501,8.00267357045471,25.21701113117434,9.935665447917511
High,1.2521773270584744,0.5139936212908136,0.25785635468463314,1.3857271648665,Sand,1.8139112175932346,7.238572169282884,74.86696684562558,2.40012190464778
High,1.405794711385866,1.3574857117165966,0.050690277056474435,1.0174250411353591,Clay,2.2768697318414155,8.869071201524413,52.560743028264135,6.277061190137744
Moderate,0.8619555525591767,1.3040520395545052,0.008998050071106437,0.23172216514432056,Rock,1.1568034192973302,6.181225467903266,27.587156921443466,4.657181761568244
Low,0.38039482501467625,1.2275766271389752,0.4818789091548375,0.1306493152301508,Rock,1.870173251712124,7.566572756327271,77.88407713984266,0.4905743339346452
Moderate,0.9634970509935575,0.13086254209796203,0.18911609747613398,0.2739647052079074,Rock,2.4247858868469967,4.785910750907633,55.67000573721081,0.24325935087836384
Low,1.1400340911351146,1.4846783034562303,0.3020033179876527,0.7978478132855449,Clay,2.7070814686595455,6.283113060673827,66.4364082443179,1.280362920396801
Very High,1.1330843506956356,0.7147077837224338,0.04077782152045521,1.686427958983331,Clay,2.177770404257339,8.837179475346812,32.9672057892122,6.526008231331626
High,0.8300286338336321,1.3636063791125992,0.34187402857580024,1.1835842180556768,Sand,2.2719177336972853,6.925413935025542,48.6461212309329,5.714914570342582
Very High,0.19584220706700928,1.1574990141540913,0.4663507876442745,1.4631040297883757,Sand,1.0778236396860517,5.795457765006801,62.118070847818636,5.578952655520902
Low,0.619558113802179,0.7511887583130236,0.28825696124571243,0.8928368106577325,Sand,2.8807082939419644,5.041219334078731,41.086170612714554,0.4153819490297749
Low,1.3890732518487003,0.35569490749780475,0.06393154586532987,0.7148323414315727,Soft Soil,1.0916629704658614,7.665877530816887,20.63888144492243,4.74609966396407
Very High,0.9182284736603964,0.2793959055549138,0.29127904220926487,0.2842806336182586,Rock,2.5042804617999566,7.40185219543377,96.2024087392151,9.253765896641033
Low,0.8536647205579987,1.6798848329132248,0.38340725933922154,1.5890861377165484,Rock,1.3825959079123016,6.182724211216986,51.63528646421912,4.036159506175402
Very High,0.4763949201350709,1.8449553299549601,0.2038018517504353,1.431372049347435,Sand,2.8539049161427537,8.779236083396254,73.65811665848236,6.286732450905718
High,0.6158284878832104,1.3345972888521693,0.44003903622279245,0.38580076591613266,Rock,2.383910986612855,4.5999126584453265,41.69367216204975,7.820204888669121
Very High,1.353484524814437,0.2965248182349184,0.3246927937253249,0.9708429585896429,Sand,2.4583901685524117,5.866757332343216,36.15804463854592,7.860860263504687
High,1.03304826653757,0.8638517120876573,0.44972521022631207,0.9285371734661163,Soft Soil,1.2819301807317434,8.644812688348116,41.30926554824537,5.240872815713186
Very High,1.202341837453266,1.4849844801997987,0.3121291503124213,1.1626556395670986,Soft Soil,1.774687948597354,5.944209472437482,41.51046773477933,8.59372425948313
Low,0.7360835922947171,1.5816596796191293,0.0665126980304073,1.7085177197851442,Clay,2.1591890280964305,5.635137752348267,54.87383147825341,3.974643124301095
Very High,0.982346107238621,0.3246153823530683,0.15553616384148938,1.0856114509962154,Soft Soil,2.4939419600545225,6.903991844690613,54.80351712815495,8.898062826369504
Low,0.44773705224049054,0.1000583658062266,0.101695679177976,1.0183693535236515,Sand,1.028710627007257,8.207107874642421,50.2182277724043,2.478248947315899
Very High,1.0876451623968808,1.4530603871731496,0.4545044223607143,0.18554898598892872,Soft Soil,2.9172036961999623,4.964160423952625,14.34379270682637,2.8741424292066533
Very High,0.6986418671846721,0.7775327343737907,0.38043963357645383,0.20694270923064068,Clay,2.7584854752200236,8.743593193405813,50.11147237155258,0.6258941795701108
Moderate,0.7195637207406438,0.5835145300746944,0.33852278608609304,0.41848954525554105,Rock,1.3947668990902855,8.077827965315239,17.741286141644498,7.9762601817686
Low,1.0090512544076342,0.12450519260009835,0.15118219349617923,0.15520031187597208,Sand,2.61007253467113,5.315626149981984,13.487442843280752,4.2288468387037845
Moderate,1.4107928700564973,1.1265688728468495,0.09283834125305655,1.3636999224690212,Rock,1.9403126306876117,7.704035825391732,93.33192601677561,2.3682544777228505
Low,0.1896088852520693,1.7171863973093653,0.378469092906467,1.3296615167897374,Clay,1.8159742594364412,6.232314251869007,60.89005130162272,2.394723748404139
Moderate,1.2546405322858107,1.919500127917917,0.23760481499366076,0.331295598533793,Clay,1.491755032785092,6.310326051343434,66.28951575433385,9.023859418169408
High,0.5093363545770704,1.1749154061652496,0.11366898652316393,1.5213341313519777,Clay,2.0781308905895033,8.0248054159749,40.777573363003015,8.355774344564265
Very High,0.7214872363089289,1.077476522705799,0.3086943671044723,0.3631362592383903,Rock,2.405756058947915,8.832531635913295,90.98910829957155,5.5799557650361145
Low,0.13067866028501254,0.26160713242955813,0.021126592217087535,0.61199849789551,Rock,1.7040523909180683,5.069951427812373,64.15511846838689,6.199496924115639
Low,0.5214645089680382,1.1428583229309397,0.1637589568099985,0.5232607285743205,Rock,2.1842822246182427,6.392836065954687,77.14781708283516,4.795823148447881
Very High,0.8036837396821827,0.8219602500342498,0.23480994030097618,0.7329220675741812,Rock,2.3384884265416686,6.664237236379366,37.48768443374367,3.977498774500208
Low,0.17864650828641462,1.2535570336787962,0.07483120872059351,0.5329284020129351,Clay,2.3644679974336293,6.1934031762974895,96.04117620109342,9.163221124061481
Low,0.7875340211364311,0.8385800609654387,0.49234258431782896,0.9312165749453685,Clay,0.9143254158885966,6.134351056723013,82.22566772567319,1.3435657648509907
Moderate,1.3979548804017983,0.5565683345556968,0.10533958493021751,0.7925933983029652,Sand,2.691445172507147,4.735209004027184,85.54089783843982,4.242623218190657
Low,0.2475505053509273,0.28043402293391534,0.0660462118915895,1.777168134324855,Sand,1.8081572924831055,7.5849237925318045,18.047232475149674,3.511162889079966
High,1.170217019305706,0.6983450447189018,0.1025639020695613,0.19507479521798365,Rock,1.3773153797316717,6.462964877040204,27.82535757925073,5.031692130486369
High,0.6735394747263896,0.2836251851467293,0.3847615054467024,0.34170833985849774,Soft Soil,1.3318819164552997,5.37657211189767,29.27703336867413,4.630555557997233
Very High,1.0172432003340732,0.4361042065655695,0.21332732397664955,0.18980401964462423,Soft Soil,1.8626310482566912,8.172150760359308,27.820013101440246,5.237006363345706
Low,0.4643312371793211,1.9759387013011374,0.2831425539365165,1.163930031470039,Clay,2.7510293868317106,8.111523366682325,85.6854080483245,1.4851978745472416
Very High,0.3232891675579016,0.9437967581225754,0.011483569336194013,0.1926657716033233,Clay,1.6323646797018232,6.688762326400022,4.156594725650619,5.180100864981443
High,0.324647659979717,1.1105563563595315,0.018181222978083965,1.5219475535394096,Clay,2.449396642923795,5.843027975164922,8.533898909096656,2.499946257483388
Low,0.19868872390040251,1.7598752046007091,0.22346694936368106,0.9702956721592773,Sand,1.013001208171881,7.371417266084036,28.11757219236047,1.9248803549830935
Low,0.35990538686174023,1.9915809109323068,0.40851096635761014,0.9959129617886072,Sand,1.847324744732336,5.796684610998314,20.78742449029492,0.7418587659832931
Very High,1.0299071389845555,1.207157453754895,0.44273420047507506,1.0547106631107301,Clay,2.981709508864019,5.562035686456705,23.954101774401988,7.650260331685795
High,1.3343668565809113,1.643700259983926,0.044266577230224466,0.39038330072055827,Clay,2.4949631661431413,7.78731594311847,79.9963757360767,4.331675016479943
Low,1.2397759598276266,0.721187946239683,0.26964318794841036,0.4360735152946288,Clay,1.2631626745693487,4.681463578744278,56.74953279531264,6.303772464786408
Very High,1.0591880338242776,0.6809135191498531,0.45670161345335597,0.6419894488841079,Soft Soil,1.9031712421354037,4.926458119655673,1.5712954680038314,7.303174098716959
High,0.2546046087755437,0.8651370698896643,0.1945984044445453,1.1089439068971474,Sand,1.3139744800268465,4.530546783106154,43.50295380471533,6.82523498660418
Very High,0.5048624248143297,1.3777637990799334,0.41495334988275595,0.4572002190983647,Soft Soil,1.7010340399775203,5.188244339139418,41.38060775818553,4.7579571189878545
Moderate,0.5337296254514565,1.3961642095846878,0.06771413154531866,0.29776393612654406,Soft Soil,2.516184852216923,4.810455039197068,12.28058167500981,3.9401954366221257
Low,0.4499397249566697,0.6989549258339565,0.46776185034423157,1.7491987069113348,Clay,2.496694593638888,8.981110655009633,67.93803707154426,3.822003105442571
Moderate,0.8210079235936123,0.35309885585959455,0.37596023544812,0.13736908517635896,Clay,1.3018208313852475,5.799644864793403,70.50762164956961,6.436483089607558
High,0.8497753408315415,1.3015528872844664,0.4707258620006639,1.464585589071237,Rock,2.8288912999406923,5.171706057011613,72.36842868615767,4.9984641139245465
Moderate,0.5996403652395542,0.3438191381586526,0.33863199954270073,1.4396597542775376,Rock,2.1036500020826194,5.58448316098163,73.11862361030062,8.506409255086256
Moderate,0.5953048222310104,1.199135765635727,0.18233856206771407,0.6052639935366632,Soft Soil,1.635833440116432,8.712565071930605,1.0052298662973833,8.759549644834449
High,1.259977837068514,1.4175020433069871,0.4691524050898365,0.3305652472124328,Sand,1.9042582777178936,6.840721003609781,95.4381595808255,1.788547742264533
Very High,1.20500998764756,1.4311618431494582,0.13850782137828005,0.3475686993992198,Clay,2.131156757563036,6.141681433385356,81.60666793841165,1.448713150302684
Moderate,0.5309141643530438,1.531597010253234,0.16675408850880452,1.2856337493032273,Clay,2.0317591700607283,8.430261560591488,90.49418796233924,6.340969167756395
Very High,1.379303821422563,1.7584329009747626,0.3507034005828684,1.1927712048464953,Soft Soil,1.870091078179592,6.277456217470646,2.548686235435979,3.0821349058165666
Moderate,1.4339410238035084,1.0499220847330981,0.38289283346316777,1.4306676462273575,Rock,1.9108521689966804,6.007538564809631,93.4520207827882,0.2838501157744787
Very High,0.5574395588420571,1.4874734601061852,0.46477233844072774,1.693717993078478,Sand,1.1881062029413496,5.43277135147381,81.16906434012236,8.897562426693256
High,0.5961949283102768,1.2764281971950897,0.10319640211904854,1.2762765175532065,Rock,2.588012389470295,6.2000857075923514,83.88469515291116,2.346317595713702
Moderate,0.8078878147907423,0.45461588561559685,0.39920101957439275,0.36494761213745386,Rock,1.991872703870234,5.925079602076167,10.235451087474884,9.29987845168951
High,1.4175691375471429,0.1488103252518755,0.36953448064508476,0.5138524485011982,Rock,1.0883756957503468,7.547867816841634,74.13902486294117,7.202601063694711
Moderate,1.3268472063992363,0.6406286327861741,0.03283348357054534,1.5317293424842948,Rock,2.4855456234821114,5.803122171018272,96.03175227456701,7.650269550123695
High,0.24359514761702572,0.9417640420414768,0.19422434746389328,0.4558203289181546,Clay,2.8513767524301716,7.097398858901526,68.1761868003979,2.094468808352288
High,0.6498230405799826,1.272501294414447,0.1420999630729892,0.2232879388226184,Clay,2.884075178321317,4.796514742643877,57.48557905783604,2.418524813606448
Moderate,0.8747196656496805,1.7149227279560901,0.15294072175266116,1.2955760918718258,Rock,1.6118390113045802,5.360801205134314,94.61733809715071,5.260550762858251
Moderate,0.804385461572156,0.47286686174171466,0.4914904928977957,0.7842948043332414,Sand,1.098137121833659,6.33332372225107,44.850775051709164,1.8037885412336356
Moderate,0.37140829511164974,0.33854460080710647,0.321745929326484,1.6640680893280362,Soft Soil,1.9404791785927435,8.71627164258913,60.33006306473739,3.1237737575620197
Low,1.3023434796354165,1.9306119002012223,0.3591204027389563,1.2054336208592247,Sand,1.0477403045682856,6.19763393572063,48.15749105594225,3.2824785316832643
Very High,1.0477170961955722,0.3052846628151735,0.4883322010201896,0.2537122622458233,Sand,2.8547723207277578,7.488333545399254,93.35177591466962,1.6803363392023647
Low,1.273071724792525,1.0091330332036594,0.1892236894463617,1.7113561643312234,Sand,1.2038751801813212,5.647892500896292,8.532387949785218,2.1313100506120914
Low,1.302269991089261,1.2125710847072737,0.40111824405795016,0.539547348188418,Rock,1.3560848918925612,5.071651091879543,50.61085038170947,7.90666323588174
High,1.1476981951320357,1.1286113997241327,0.21783095068894318,0.6732612336906858,Clay,1.6946003591469352,4.763414700360226,69.0082916971584,1.755238960017957
Moderate,0.7148948417496042,0.26346109836259207,0.4348973022356749,0.7838427032620214,Sand,1.6429618308300769,5.874360743442381,79.39874730380146,0.3817281792548326
Very High,0.9547654570215943,0.2083511366068768,0.09114811311434029,0.18708130388733252,Rock,2.548258363275356,5.209474620586086,58.7188460969695,6.33061393202649
High,0.3245115685676404,0.30041851217596777,0.47389540235507555,0.9440762177920282,Sand,1.8038970052121173,5.283047016072559,90.98285666802394,9.762232881985256
Low,1.0431035844648708,1.2126165993579638,0.11016708249702896,0.30964143482799683,Sand,1.1756901720073412,7.923416887741276,94.2571532415033,3.379016764768902
Moderate,0.3509545580349931,1.13425528650521,0.16378403298348482,0.781649555370198,Rock,1.387861770069363,4.571271319251934,7.3676030961647685,1.274691461642898
High,1.0715294267142195,0.5441075048698141,0.37833992481928347,0.6962066395865433,Clay,1.9200494474125487,7.010145565809455,40.834683414596064,5.746834521138554
Moderate,0.42143742505555615,1.311770869506624,0.19748381564113796,1.4138281418250558,Clay,1.1243986183374968,6.207576212670592,3.3224431503942893,9.072906689846898
